category,title,price,nums,name,brand,symptoms,type
儿科用药,云南白药 童俏俏 小儿宝泰康颗粒 12袋（发热 流涕 咳嗽）,28.90,4300,云南白药12袋,云南白药（YUNNANBAIYAO）,空,小儿感冒
儿科用药,999小儿氨酚黄那敏颗粒 6g*18袋儿童流行性感冒 发热三九黄石,26.00,18000,999小儿氨酚黄那敏颗粒,999,发热,小儿感冒
儿科用药,妈咪爱 枯草杆菌二联活菌颗粒 1克/袋*10袋/盒 用于因肠道菌群失调引起的腹泻、便秘、胀气、消化不良等,21.80,100,妈咪爱枯草杆菌二联活菌颗粒,妈咪爱,消化不良，便秘，腹泻,小儿腹泻
儿科用药,仲景 太子金颗粒 1g*6袋 婴幼儿儿童腹泻消化不良腹胀积食厌食形体消瘦 健脾开胃,58.00,4100,仲景太子金颗粒,仲景,消化不良,空
儿科用药,云南白药 云丰 小儿七星茶颗粒 10袋/盒（开胃 清热 消化不良）,19.80,13000,云南白药小儿七星茶颗粒,云南白药（YUNNANBAIYAO）,空,空
儿科用药,伊可新 维生素AD滴剂 胶囊型 50粒 0-1岁 佝偻症 夜盲症 手足抽搐,68.00,510000,伊可新50粒,伊可新,抽搐症，夜盲症，佝偻症,其它
儿科用药,伊可新 维生素AD滴剂 胶囊型 50粒 1岁以上 佝偻症 夜盲症 手足抽搐,68.00,510000,伊可新维生素AD滴剂(胶囊型),伊可新,抽搐症，夜盲症，佝偻症,儿童营养
儿科用药,丁桂儿脐贴 贴肚脐 治拉肚 中草药萃取 止泻+健脾，用于小儿泄泻 腹痛的辅助治疗 10贴肚脐贴母婴狂欢购,59.00,170000,丁桂丁桂儿脐贴,丁桂,腹泻,小儿腹泻
儿科用药,伊可新 维生素AD滴剂 胶囊型 30粒 0-1岁 AD同补 用于预防和治疗维生素A及D的缺乏症,39.80,510000,伊可新10粒*3板,伊可新,抽搐症，夜盲症，佝偻症,儿童营养
儿科用药,伊可新 维生素AD滴剂 胶囊型 30粒 1岁以上 佝偻症 夜盲症 手足抽搐,39.80,510000,伊可新10粒*3板,伊可新,抽搐症，夜盲症，佝偻症,儿童营养
儿科用药,999小儿氨酚黄那敏颗粒 20袋儿童流行性感冒 发热,26.00,89000,99920袋,999,发热,小儿感冒
儿科用药,江中健胃消食片 0.5g*72片 孩子不吃饭 饭前嚼一嚼 用于脾胃所致的食积 健胃消食 不思饮食 消化不良,18.00,300000,江中健胃消食片,江中,空,空
儿科用药,同仁堂 儿感清口服液 10ml*10支 小儿风寒感冒鼻塞流涕咳痰咳嗽,38.50,70000,同仁堂10ml*10支,同仁堂（TRT）,发热,小儿感冒，风寒感冒
儿科用药,丁桂薏芽健脾凝胶健脾胃开开喂7味中草药果泥口感健脾益胃调理脾胃 健脾祛湿 厌食腹泻便溏 36袋,78.00,170000,丁桂薏芽健脾凝胶,丁桂,空,其它
儿科用药,巨可生 赖氨葡锌颗粒14袋 无糖 成人儿童青少年 补充赖氨酸 补锌,50.00,15000,巨可生赖氨葡锌颗粒（无糖）14袋,巨可生,空,其它
儿科用药,美林 布洛芬混悬液 100ml 儿童感冒发烧用药小儿感冒退烧药 缓解疼痛,25.90,80000,美林100毫升,美林,发热,小儿感冒
儿科用药,葵花药业 小儿肺热咳喘口服液8支 宣肺化痰 发热出汗 儿童发烧咳嗽痰黄,39.00,91000,葵花8支,葵花,发热,小儿感冒
儿科用药,健兴醒脾养儿颗粒 2g*12袋 醒脾开胃 养血安神 用于儿童厌食 腹泻便溏 烦躁盗汗 遗尿夜啼,29.80,26000,健兴2g*12袋,健兴,空,空
儿科用药,龙牡 健民 龙牡壮骨颗粒 3g*30袋 食欲不振 发育迟缓 多汗夜惊,98.00,400,龙牡龙牡壮骨颗粒,龙牡,佝偻症,软骨病
儿科用药,王老吉三公仔 小儿七星茶颗粒 7g*10袋 小儿消化不良 不思饮食 夜寐不安 大便不畅,19.80,60000,三公仔7g*10袋,三公仔,消化不良,开胃消食
儿科用药,999小儿咳喘灵颗粒 2g*10宣肺 清热 止咳 祛痰 上呼吸道感染 咳嗽三九黄石,15.90,29000,999小儿咳喘灵颗粒,999,咳嗽哮喘,其它
儿科用药,999 小儿止咳糖浆225ml 祛痰镇咳 用于小儿感冒引起的咳嗽三九郴州,12.00,40000,999225ML,999,空,小儿感冒
儿科用药,小葵花露 金银花露250ml*6瓶 清热解毒 用于小儿痱毒 暑热口渴,56.00,28000,小葵花金银花露,小葵花,发热，口干,其它
儿科用药,999（三九） 小儿感冒颗粒 6g*24袋 疏风解表清热解毒 用于发热 头胀痛 咳嗽痰黏 咽喉肿痛,38.00,71000,999小儿感冒颗粒,999,发热,小儿感冒
儿科用药,葵花药业 小儿肺热咳喘颗粒 3g*6袋 宣肺止咳 化痰平喘 儿童感冒 支气管炎,32.00,91000,葵花小儿肺热咳喘颗粒,葵花,空,小儿感冒，其它
儿科用药,健民 龙牡壮骨颗粒5g*40袋 儿童补钙冲剂维生素D健脾胃虚汗龙牧,45.00,79000,龙牡40袋,龙牡,消化不良,其它
儿科用药,葵花药业 芪斛楂颗粒10g*48袋 改善儿童脾胃气虚 厌食 偏食 汗多 大便不调 易感冒,298.00,1500,葵花芪斛楂颗粒,葵花,消化不良,开胃消食
儿科用药,嘉宁 健儿清解液 100ml 清热解毒 消滞和胃 咳嗽咽痛 食欲不振,24.50,15000,嘉宁健儿清解液,嘉宁,食欲不振,其它
儿科用药,同仁堂 小儿咽扁颗粒 8g*10袋 清热利咽解毒止痛 北京同仁堂,16.00,70000,同仁堂小儿咽扁颗粒,同仁堂（TRT）,咽喉肿痛,其它
儿科用药,葵花药业 小儿氨酚烷胺颗粒6g*12袋 儿童普通感冒 流行性感冒引起的发烧 头痛 流鼻涕 打喷嚏 咽痛,15.20,91000,葵花小儿氨酚烷胺颗粒,葵花,发热,小儿感冒
儿科用药,妈咪爱 枯草杆菌二联活菌颗粒1克/袋*30袋/盒 用于因肠道菌群失调引起的腹泻、便秘、胀气、消化不良等,56.00,200,妈咪爱枯草杆菌二联活菌颗粒,妈咪爱,消化不良，便秘，腹泻,小儿腹泻
儿科用药,同仁堂 健儿消食口服液10ml*10支 健脾益胃理气消食 北京同仁堂,28.90,14000,同仁堂10ml*10支,同仁堂（TRT）,消化不良,开胃消食，小儿腹泻
儿科用药,仁和优卡丹 小儿氨酚黄那敏颗粒15袋 （儿童感冒药 治疗普通感冒及流行性感冒）,18.80,20000,优卡丹小儿氨酚黄那敏颗粒,优卡丹,空,小儿感冒
儿科用药,同仁堂 小儿感冒颗粒 12g*10袋 疏风解表清热解毒风热感冒咳嗽,49.00,70000,同仁堂小儿感冒颗粒,同仁堂（TRT）,发热,小儿感冒
儿科用药,小葵花 小儿柴桂退热颗粒5g*10袋 小儿外感发热发烧 头身痛 流涕 咽红 尿黄 便干 发汗解表 清里退热,36.00,11000,小葵花小儿柴桂退热颗粒5g/袋*10袋,小葵花,发热,小儿感冒，其它
儿科用药,优卡丹 维生素AD滴剂胶囊型 0-1岁 40粒 AD同补 用于治疗维生素A及D的缺乏症 佝偻症夜盲症 手足抽搐症,29.00,17000,优卡丹维生素AD滴剂（胶囊型）,优卡丹,佝偻症,小儿维矿
儿科用药,999三九小儿感冒颗粒6g*20袋疏风解表清热解毒用于小儿风热感冒枣庄,30.00,71000,999小儿感冒颗粒,999,流涕,其它
儿科用药,丁桂葡萄糖酸锌口服溶液 宝贝补锌要补“准“ 含锌量标准 科学配方 用量更精准 儿童学生30支母婴狂欢购,45.00,170000,丁桂葡萄糖酸锌口服溶液 10ml*30支,丁桂,发育迟缓,小儿维矿
儿科用药,葵花 小儿清肺化痰口服液10ml*6支 用于小儿肺热感冒引起的咳嗽痰喘,32.00,4400,葵花小儿清肺化痰口服液,葵花,空,小儿感冒
儿科用药,星鲨 三维鱼肝油乳 儿童补充维生素ADC 治疗夜盲症 眼干燥症 佝偻病 软骨病,13.50,11000,星鲨500g,星鲨,空,空
儿科用药,葵花药业 小儿咳喘灵颗粒 2克*12袋 上呼吸道感染 止咳祛痰,25.00,3900,葵花小儿咳喘灵颗粒,葵花,空,空
儿科用药,北京同仁堂儿童咳液 10ml*10支 清热润肺 祛痰止咳,49.00,2000,同仁堂儿童咳液,同仁堂（TRT）,空,其它
儿科用药,神威 小儿清肺化痰颗粒 10袋 清热化痰 止咳平喘 用于小儿肺热感冒引起的咳嗽痰喘,29.80,7100,神威10袋,神威,空,其它
儿科用药,999小儿氨酚黄那敏颗粒6g*10袋儿童普通感冒及流行性感冒引起的发热头痛四肢酸痛三九北京,14.50,89000,999小儿氨酚黄那敏颗粒,999,咳嗽哮喘,小儿感冒
儿科用药,嘉宁 健儿清解液 10ml*10支 清热解毒 消滞和胃 咳嗽咽痛 食欲不振,29.30,15000,嘉宁健儿清解液,嘉宁,食欲不振,其它
儿科用药,999（三九） 小儿感冒颗粒 10袋,14.50,71000,99910袋,999,发热,小儿感冒
儿科用药,丁桂葡萄糖酸钙口服溶液 液体钙 服用方便 钙源好易吸收儿童学生补钙骨质疏松手足抽搐 30支母婴狂欢购,45.00,170000,丁桂丁桂亚宝 葡萄糖酸钙口服溶液30支（孕妇、老年人、儿童补钙）,丁桂,抽搐症，佝偻症,小儿维矿
儿科用药,葵花药业 小儿感冒颗粒 6g*10袋 儿童风热感冒 发烧 头胀痛 咳嗽痰黏 咽喉肿痛,23.00,9300,葵花6g*10袋,葵花,空,小儿感冒
儿科用药,小快克 小儿氨酚黄那敏颗粒 4g*10袋 儿童感冒 流行性感冒发热 头痛 打喷嚏 流涕,11.50,19000,小快克小儿氨酚黄那敏颗粒,小快克,发热,小儿感冒
儿科用药,恩威 好娃友 化积口服液12支 不只是化积 身体好 身体自然棒 健脾导滞 化积除疳,25.80,9100,恩威化积口服液,恩威,脾胃虚弱,开胃消食
儿科用药,恩威好娃友 山麦健脾口服液12支 消食健脾 小儿厌食症,38.00,9100,恩威12支,恩威,空,其它
儿科用药,北京同仁堂 小儿健脾丸 3g*10丸 健脾和胃化滞 消化不良 不思饮食 大便溏泄 体弱无力,18.00,70000,同仁堂小儿健脾丸,同仁堂（TRT）,食欲不振,开胃消食
儿科用药,葵花 小儿麦枣咀嚼片 36片,9.90,6400,葵花小儿麦枣咀嚼片,葵花,食欲不振，脾胃虚弱,其它
儿科用药,云南白药云丰小儿七星茶颗粒 7克*10袋 开胃助消化消化不良清热烦躁易经夜寐不安,19.80,13000,云南白药小儿七星茶颗粒,云南白药（YUNNANBAIYAO）,空,开胃消食
止痛镇痛,泰诺 泰诺林 对乙酰氨基酚口服混悬液 100ml 发烧药 儿童感冒发热 婴儿退烧药 缓解头痛牙疼,20.00,13000,泰诺林100ML,泰诺林,空,牙痛，肌肉痛，头痛，关节痛，神经痛
儿科用药,伊可新 维生素AD滴剂(1岁以上)胶囊型 30粒,40.70,0,伊可新 维生素AD滴剂(1岁以上)胶囊型 30粒,伊可新,抽搐症，夜盲症，佝偻症,小儿维矿
儿科用药,美林 布洛芬混悬液 100ml 儿童感冒发烧用药小儿感冒退烧药 缓解疼痛,25.90,80000,美林布洛芬混悬液,美林,发热,小儿感冒
儿科用药,嘉宁 小儿清热止咳口服液(小儿清热止咳合剂) 10ml*10支/盒 清热平喘利咽 小儿感冒 咽喉肿痛,18.00,15000,嘉宁小儿清热止咳口服液,嘉宁,咽喉肿痛,小儿感冒
儿科用药,云南白药 童俏俏 小儿宝泰康颗粒 12袋（发热 流涕 咳嗽）,28.90,4300,云南白药小儿宝泰康颗粒,云南白药（YUNNANBAIYAO）,空,小儿感冒
儿科用药,江中 健儿消食口服液10ml*10支 开胃消食,25.00,5400,江中健儿消食口服液,江中,食欲不振,开胃消食
儿科用药,云南白药 童俏俏 小儿宝泰康颗粒 12袋（发热 流涕 咳嗽）,28.90,4300,云南白药12袋,云南白药（YUNNANBAIYAO）,空,小儿感冒
儿科用药,999小儿氨酚黄那敏颗粒 6g*18袋儿童流行性感冒 发热三九黄石,26.00,18000,999小儿氨酚黄那敏颗粒,999,发热,小儿感冒
儿科用药,妈咪爱 枯草杆菌二联活菌颗粒 1克/袋*10袋/盒 用于因肠道菌群失调引起的腹泻、便秘、胀气、消化不良等,21.80,100,妈咪爱枯草杆菌二联活菌颗粒,妈咪爱,消化不良，便秘，腹泻,小儿腹泻
儿科用药,仲景 太子金颗粒 1g*6袋 婴幼儿儿童腹泻消化不良腹胀积食厌食形体消瘦 健脾开胃,58.00,4100,仲景太子金颗粒,仲景,消化不良,空
儿科用药,云南白药 云丰 小儿七星茶颗粒 10袋/盒（开胃 清热 消化不良）,19.80,13000,云南白药小儿七星茶颗粒,云南白药（YUNNANBAIYAO）,空,空
妇科用药,凯妮汀 克霉唑阴道片 0.5g*1片/盒 念珠菌阴道炎妇科炎症杀菌止痒,49.00,94000,凯妮汀0.5g*1片,凯妮汀,阴部瘙痒,妇科炎症，其它
妇科用药,恩威 洁尔阴洗液（内附冲洗器）300ml 滴虫霉菌性 阴道炎 妇科炎症 阴部瘙痒 带下量多,29.80,180000,洁尔阴300ml,洁尔阴,阴部瘙痒,阴道炎，外阴炎
妇科用药,碧凯 保妇康栓 14粒 治疗白带多黄霉菌阴道炎瘙痒妇科炎症带下病,54.00,32000,碧凯14粒,碧凯,白带量多,阴道炎
妇科用药,MOL 硝呋太尔制霉素阴道软胶囊 6粒 念珠菌性外阴阴道病、阴道混合感染 妇科炎症药霉菌阴道炎,36.00,8100,MOL硝呋太尔制霉素阴道软胶囊,MOL,阴部瘙痒,阴道炎，滴虫性阴道炎，细菌性阴道炎
妇科用药,恩威洁尔阴洗液 300ml/瓶 滴虫霉菌性阴道炎 妇科炎症洗液,27.80,180000,洁尔阴300ml/瓶,洁尔阴,阴部瘙痒,阴道炎，外阴炎
妇科用药,同仁堂 北京同仁堂 乌鸡白凤丸 6g*6瓶 (补气养血 调经 用于痛经 月经不调 ),62.00,190000,同仁堂6克*6瓶,同仁堂（TRT）,月经不调,月经不调
妇科用药,汇仁 女金胶囊 96粒调经养血 理气止痛 用于月经紊乱量少 痛经 小腹胀痛,387.00,5700,汇仁女金胶囊 96粒,汇仁,月经不调,其它
妇科用药,朗依 硝呋太尔制霉素阴道软胶囊 6粒 治疗细菌滴虫性阴道炎霉菌妇科炎症,42.00,62000,朗依6粒,朗依,其它,阴道炎
妇科用药,汇仁 女金胶囊 48粒调经养血理气止痛 月经量少 月经后错 痛经,198.00,7000,汇仁女金胶囊 48粒,汇仁,月经不调,月经不调
妇科用药,金鸡胶囊 0.35g*48粒*3盒 妇科炎症 白带异常 附件炎 清热解毒 健脾除湿 通络活血,158.00,91000,金鸡金鸡胶囊,金鸡,白带量多，阴部瘙痒,妇科炎症
妇科用药,同仁堂 加味逍遥丸 6g*10袋 (头晕月经不调 脐腹胀痛 北京同仁堂),18.80,190000,同仁堂6g*10袋,同仁堂（TRT）,月经不调,月经不调
妇科用药,千金 妇科千金片126片*2瓶,62.00,58000,千金妇科千金片,千金（QIANJING）,其它,盆腔炎
妇科用药,同仁堂 北京同仁堂 乌鸡白凤丸 9g*10丸（补气养血 调经 用于痛经 月经不调）,24.90,190000,同仁堂9g*10丸/盒,同仁堂（TRT）,月经不调,月经不调
妇科用药,同仁堂 益母草颗粒15g*8袋 月经不调中药调理活血调经药品,12.80,140000,同仁堂益母草颗粒,同仁堂（TRT）,月经不调,月经不调
妇科用药,达克宁 硝酸咪康唑栓 西安杨森 0.2g*7粒 外阴阴道念珠菌病革兰阳性细菌双重感染,22.00,32000,达克宁0.2g*7粒,达克宁,其它,其它
妇科用药,仲景 逍遥丸(浓缩丸）360丸 疏肝健脾养血调经胸胁胀痛头晕目眩食欲减退,32.00,50000,仲景逍遥丸(浓缩丸）,仲景,月经不调,月经不调
妇科用药,同仁堂 乌鸡白凤丸36g 补气养血 调经止带 北京同仁堂,18.50,190000,同仁堂36g,同仁堂（TRT）,月经不调,月经不调
妇科用药,同仁堂（TRT）同仁堂 同仁乌鸡白凤丸大蜜丸 9g*6丸 补气养血 调经止带,69.00,8700,同仁堂同仁堂 同仁乌鸡白凤丸大蜜丸 9g*6丸 补气养血 调经止带,同仁堂（TRT）,月经不调,月经不调
妇科用药,999康妇特 硝呋太尔制霉素阴道软胶囊12粒/盒混合性阴道炎霉菌性细菌性滴虫阴道炎,57.80,15000,99912粒/盒,999,空,滴虫性阴道炎
妇科用药,汇仁 女金胶囊 96粒 女性月经不调调经养血月经量少腰腿痛经,377.00,5700,汇仁女金胶囊,汇仁,月经不调,其它
妇科用药,千金 妇科千金片 108片,30.00,58000,千金108片/盒,千金（QIANJING）,月经不调,盆腔炎
妇科用药,新天 坤泰胶囊 0.5g*36粒,32.50,12000,新天0.5g*36粒,新天,其它,其它
妇科用药,金鸡 复方双花藤止痒搽剂 150ml 清热解毒 燥湿止痒 私处瘙痒 外阴炎 妇科洗液,62.00,91000,金鸡复方双花藤止痒搽剂 150ml,金鸡,阴部瘙痒,妇科炎症，其它
妇科用药,明仁 双唑泰阴道凝胶 7支/盒 用于细菌性阴道病 念珠菌性外阴阴道病 滴虫性阴道炎以及阴道混合感染,128.00,500,明仁双唑泰阴道凝胶,明仁,阴部瘙痒，白带异味,滴虫性阴道炎，细菌性阴道炎
妇科用药,仁和妇炎洁 甲硝唑氯己定洗剂 200ml （治疗细菌性 滴虫性 霉菌性阴道炎）,15.00,46000,妇炎洁甲硝唑氯己定洗剂,妇炎洁,其它,滴虫性阴道炎，细菌性阴道炎
妇科用药,云南白药云丰妇炎康片54片 阴道炎妇科用药慢性盆腔炎妇科炎症腹痛白带量多色黄气臭腰骶痛活血消肿,28.00,29000,云南白药妇炎康片,云南白药（YUNNANBAIYAO）,白带量多，口干口苦，白带异味,妇科炎症，阴道炎，盆腔炎
妇科用药,万通 消糜栓 通化万通 3g*5粒,23.00,28000,万通3g*5粒/盒,万通,阴部瘙痒,阴道炎
妇科用药,仲景 月月舒 痛经宝颗粒10g*6袋/盒 温经化淤理气止痛中药治痛经月经不调经色暗 推荐9盒1疗程,78.00,50000,月月舒痛经宝颗粒,月月舒（yueyueshu）,月经不调,月经不调
妇科用药,同仁堂 复方益母草膏 100g/瓶,22.00,140000,同仁堂复方益母草膏,同仁堂（TRT）,月经不调，小腹冷痛，月经量少,月经不调
妇科用药,金鸡 益母草颗粒15g*10袋 月经不调 活血调经,14.40,91000,金鸡益母草颗粒,金鸡,月经不调,月经不调
妇科用药,同仁堂 二妙丸 12袋,19.00,140000,同仁堂12袋,同仁堂（TRT）,阴部瘙痒,月经不调，其它
妇科用药,仁和妇炎洁 甲硝唑氯己定洗剂300ml,21.00,46000,妇炎洁甲硝唑氯己定洗剂,妇炎洁,其它,妇科炎症，阴道炎
妇科用药,宝丽婷 克霉唑阴道片 2片,51.80,10000,宝丽婷2片,宝丽婷,其它,其它
妇科用药,同仁堂 益母草颗粒 15g*16袋 女性月经量少不调活血调经中药调理妇科用药,40.00,140000,同仁堂益母草颗粒,同仁堂（TRT）,月经不调,月经不调
妇科用药,福利先 克霉唑阴道片 0.5g*2片 念珠菌性外阴阴道病,18.90,7200,利民0.5g*2片,利民,其它,阴道炎
妇科用药,汇仁 女金胶囊 48粒 调经养血 理气止痛 用于月经紊乱量少 痛经 小腹胀痛,178.00,7000,汇仁女金胶囊,汇仁,月经不调,月经不调
妇科用药,恩威 洁尔阴泡腾片12片 滴虫霉菌性阴道炎妇科炎症 阴部瘙痒,21.80,180000,洁尔阴洁尔阴泡腾片,洁尔阴,阴部瘙痒,妇科炎症，阴道炎，其它
妇科用药,千金 0.4g*36粒 妇科千金胶囊,42.00,58000,千金0.4g*36粒,千金（QIANJING）,其它,其它
妇科用药,普元 除湿止痒洗液 150ml,32.00,9100,普元150ml,普元,其它,其它
妇科用药,碧凯 保妇康栓 海南 1.74g*8粒 治疗白带多黄霉菌阴道炎瘙痒妇科炎症带下病,34.00,32000,碧凯1.74g*8粒,碧凯,阴部瘙痒,妇科炎症
妇科用药,东信 甲硝唑阴道泡腾片0.2g*14片,12.00,18000,东信50丸,东信,其它,阴道炎
妇科用药,达克宁 硝酸咪康唑阴道软胶囊 0.4g*3粒 霉菌性外阴阴道炎 妇科用药 外阴瘙痒,42.00,8200,达克宁硝酸咪康唑阴道软胶囊,达克宁,白带量多，阴部瘙痒，白带异味，其它,妇科炎症，阴道炎，细菌性阴道炎，外阴炎，其它
妇科用药,汇仁 女金胶囊 24粒 调经养血理气止痛月经量少后错痛经,99.90,6600,汇仁汇仁 女金胶囊 24粒,汇仁,其它,其它
妇科用药,达克宁 硝酸咪康唑栓 0.2g*7粒 栓剂霉菌性阴道炎念珠菌性外阴阴道病妇科炎症用药 西安杨森药品,22.00,32000,达克宁硝酸咪康唑栓,达克宁,其它,其它
妇科用药,同仁堂 坤宝丸 50丸*20袋 滋补肝肾镇静安神养血通络 北京同仁堂,41.00,140000,同仁堂坤宝丸 50丸*20袋,同仁堂（TRT）,月经不调,更年期
妇科用药,易舒特 甘霖洗剂230ml 外阴瘙痒 皮肤瘙痒 清热除湿 祛风止痒,52.00,6700,易舒特甘霖洗剂230ml,易舒特,其它,其它
妇科用药,金方 7片 双唑泰泡腾片 细菌性阴道炎 霉菌性阴道炎 原虫性阴道炎,25.00,7600,金方7片,金方,其它,阴道炎，其它
妇科用药,同仁堂 艾附暖宫丸水蜜丸 30g 理气补血 暖宫调经 北京同仁堂,7.90,140000,同仁堂艾附暖宫丸,同仁堂（TRT）,行经后错，月经量少,月经不调
妇科用药,金鸡 八珍益母膏 100g*3瓶 补气血 调月经 用于月经量少 经期后错 头晕心慌 疲乏无力,297.80,91000,金鸡八珍益母膏,金鸡,月经不调，行经后错，月经量少,月经不调
妇科用药,达克宁 硝酸咪康唑阴道软胶囊 西安杨森 0.4g*3枚 念珠菌性外阴阴道病革兰阳性细菌双重感染,42.00,8200,达克宁0.4g*3枚,达克宁,其它,其它
妇科用药,花红 花红片72片,30.00,8400,花红72片,花红,月经不调,妇科炎症，月经不调
妇科用药,同仁堂 坤宝丸 50粒*10袋 滋补肝肾 镇静安神 养血通络 北京同仁堂,28.00,140000,同仁堂50粒*10袋,同仁堂（TRT）,其它,其它
妇科用药,源安堂 肤阴洁 复方黄松洗液160ml,19.80,11000,肤阴洁160ml,肤阴洁,阴部瘙痒,阴道炎
妇科用药,恩威 洁尔阴洗液180m l妇科炎症洗液 阴道瘙痒止痒 外阴炎 滴虫霉菌性阴道炎,20.00,180000,洁尔阴180ml,洁尔阴,阴部瘙痒,妇科炎症，阴道炎
妇科用药,云南白药 妇炎康片 54片/盒（阴道炎 慢性盆腔炎）,28.00,29000,云南白药妇炎康片,云南白药（YUNNANBAIYAO）,白带量多，口干口苦，白带异味,妇科炎症，阴道炎，盆腔炎
妇科用药,白云山 乌鸡白凤丸 6g*12袋 用于气血两虚，身体瘦弱，腰膝酸软，月经不调，带下,23.80,3200,白云山乌鸡白凤丸 12袋,白云山,月经不调,月经不调
妇科用药,达克宁 硝酸咪康唑阴道软胶囊 1.2g*1粒 外阴阴道炎念珠菌 妇科炎症药阴道用药 外阴瘙痒,49.80,5900,达克宁硝酸咪康唑阴道软胶囊,达克宁,白带量多，阴部瘙痒，白带异味，其它,妇科炎症，阴道炎，细菌性阴道炎，外阴炎，其它
妇科用药,仲景 逍遥丸(浓缩丸)200丸 疏肝健脾中药养血调经胸胁胀痛头晕目眩月经不调 推荐5盒1疗程,16.00,50000,仲景逍遥丸,仲景,月经不调,月经不调
妇科用药,片仔癀 增乳膏 150g 补血活血 通络催乳 用于产后缺乳,128.00,900,片仔癀150g,片仔癀,乳汁不通，其它,其它
妇科用药,天洋 双唑泰栓 7枚/盒,9.00,12000,天洋七枚,天洋（tianyang）,阴部瘙痒,妇科炎症，阴道炎，其它
妇科用药,凯妮汀 克霉唑阴道片 0.5g*1片/盒 念珠菌阴道炎妇科炎症杀菌止痒,49.00,94000,凯妮汀0.5g*1片,凯妮汀,阴部瘙痒,妇科炎症，其它
妇科用药,恩威 洁尔阴洗液（内附冲洗器）300ml 滴虫霉菌性 阴道炎 妇科炎症 阴部瘙痒 带下量多,29.80,180000,洁尔阴300ml,洁尔阴,阴部瘙痒,阴道炎，外阴炎
妇科用药,碧凯 保妇康栓 14粒 治疗白带多黄霉菌阴道炎瘙痒妇科炎症带下病,54.00,32000,碧凯14粒,碧凯,白带量多,阴道炎
妇科用药,MOL 硝呋太尔制霉素阴道软胶囊 6粒 念珠菌性外阴阴道病、阴道混合感染 妇科炎症药霉菌阴道炎,36.00,8100,MOL硝呋太尔制霉素阴道软胶囊,MOL,阴部瘙痒,阴道炎，滴虫性阴道炎，细菌性阴道炎
妇科用药,恩威洁尔阴洗液 300ml/瓶 滴虫霉菌性阴道炎 妇科炎症洗液,27.80,180000,洁尔阴300ml/瓶,洁尔阴,阴部瘙痒,阴道炎，外阴炎
妇科用药,同仁堂 北京同仁堂 乌鸡白凤丸 6g*6瓶 (补气养血 调经 用于痛经 月经不调 ),62.00,190000,同仁堂6克*6瓶,同仁堂（TRT）,月经不调,月经不调
妇科用药,汇仁 女金胶囊 96粒调经养血 理气止痛 用于月经紊乱量少 痛经 小腹胀痛,387.00,5700,汇仁女金胶囊 96粒,汇仁,月经不调,其它
妇科用药,朗依 硝呋太尔制霉素阴道软胶囊 6粒 治疗细菌滴虫性阴道炎霉菌妇科炎症,42.00,62000,朗依6粒,朗依,其它,阴道炎
妇科用药,汇仁 女金胶囊 48粒调经养血理气止痛 月经量少 月经后错 痛经,198.00,7000,汇仁女金胶囊 48粒,汇仁,月经不调,月经不调
妇科用药,金鸡胶囊 0.35g*48粒*3盒 妇科炎症 白带异常 附件炎 清热解毒 健脾除湿 通络活血,158.00,91000,金鸡金鸡胶囊,金鸡,白带量多，阴部瘙痒,妇科炎症
妇科用药,同仁堂 加味逍遥丸 6g*10袋 (头晕月经不调 脐腹胀痛 北京同仁堂),18.80,190000,同仁堂6g*10袋,同仁堂（TRT）,月经不调,月经不调
妇科用药,千金 妇科千金片126片*2瓶,62.00,58000,千金妇科千金片,千金（QIANJING）,其它,盆腔炎
妇科用药,同仁堂 北京同仁堂 乌鸡白凤丸 9g*10丸（补气养血 调经 用于痛经 月经不调）,24.90,190000,同仁堂9g*10丸/盒,同仁堂（TRT）,月经不调,月经不调
妇科用药,同仁堂 益母草颗粒15g*8袋 月经不调中药调理活血调经药品,12.80,140000,同仁堂益母草颗粒,同仁堂（TRT）,月经不调,月经不调
妇科用药,达克宁 硝酸咪康唑栓 西安杨森 0.2g*7粒 外阴阴道念珠菌病革兰阳性细菌双重感染,22.00,32000,达克宁0.2g*7粒,达克宁,其它,其它
妇科用药,仲景 逍遥丸(浓缩丸）360丸 疏肝健脾养血调经胸胁胀痛头晕目眩食欲减退,32.00,50000,仲景逍遥丸(浓缩丸）,仲景,月经不调,月经不调
妇科用药,同仁堂 乌鸡白凤丸36g 补气养血 调经止带 北京同仁堂,18.50,190000,同仁堂36g,同仁堂（TRT）,月经不调,月经不调
妇科用药,同仁堂（TRT）同仁堂 同仁乌鸡白凤丸大蜜丸 9g*6丸 补气养血 调经止带,69.00,8700,同仁堂同仁堂 同仁乌鸡白凤丸大蜜丸 9g*6丸 补气养血 调经止带,同仁堂（TRT）,月经不调,月经不调
妇科用药,999康妇特 硝呋太尔制霉素阴道软胶囊12粒/盒混合性阴道炎霉菌性细菌性滴虫阴道炎,57.80,15000,99912粒/盒,999,空,滴虫性阴道炎
妇科用药,汇仁 女金胶囊 96粒 女性月经不调调经养血月经量少腰腿痛经,377.00,5700,汇仁女金胶囊,汇仁,月经不调,其它
妇科用药,千金 妇科千金片 108片,30.00,58000,千金108片/盒,千金（QIANJING）,月经不调,盆腔炎
妇科用药,新天 坤泰胶囊 0.5g*36粒,32.50,12000,新天0.5g*36粒,新天,其它,其它
